0,1,0.9893929922118567
1,0,0.0001
2,4,0.0001
3,0,0.7500437542184337
6,3,0.845773693377004
9,0,0.0001
10,3,0.0001
11,3,0.5858260340431022
12,0,0.0001
15,2,0.0001
16,3,0.7840341495314387
0,0,0.0001
20,2,0.6667333349999167
1,2,0.0001
23,2,0.0001
2,2,0.3827393955317925
24,4,0.0001
4,4,0.2863879188569127
25,3,0.0001
26,3,0.8000400044996625
27,0,0.0001
6,0,0.0001
32,0,0.0001
7,4,0.0001
35,2,0.9965800553046438
8,3,0.0001
36,3,0.46671222857333294
38,0,0.0001
9,4,0.0001
40,3,0.7500437542184337
11,1,0.0001
12,0,0.0001
43,0,0.4420263076722212
14,4,0.0001
44,3,0.0001
21,3,0.0001
45,4,0.0001
22,3,0.0001
48,3,0.0001
24,0,0.0001
50,4,0.0001
0,4,0.0001
1,4,0.9229070476174152
2,0,0.0001
6,4,0.5635639607223806
7,1,0.0001
54,0,0.0001
8,4,0.1933631996431241
55,4,0.0001
10,3,0.6786375016963444
56,2,0.0001
28,0,0.0001
11,4,0.0001
57,3,0.0001
13,2,0.0001
15,0,0.0001
58,4,0.134704784488605
18,0,0.0001
59,0,0.0001
19,3,0.0001
61,0,0.0001
23,2,0.0001
65,4,0.5183912058811213
24,3,0.0001
66,2,0.0001
26,0,0.0001
28,0,0.0001
67,0,0.0001
69,2,0.0001
31,3,0.0001
30,0,0.0001
70,0,0.0001
31,1,0.8381439460001306
33,3,0.700064721778022
72,0,0.0001
32,3,0.0001
77,3,0.6938109787574448
35,3,0.0001
79,4,0.0001
36,3,0.0001
81,3,0.0001
37,0,0.7500437542184337
33,0,0.0001
84,3,0.0001
42,2,0.0001
86,0,0.7500437542184337
34,0,0.0001
43,1,0.9294129333121839
89,4,0.0001
36,2,0.0001
91,3,0.0001
45,3,0.3400788079876351
37,4,0.0001
94,3,0.0001
46,4,0.0001
42,4,0.0001
96,0,0.0001
47,0,0.0001
44,4,0.0001
48,4,0.7500437542184337
97,3,0.4000893336177701
0,2,0.8032474698141441
0,1,1.0000917826387077
51,4,0.0001
0,3,0.836371717264993
45,3,0.330592475099463
53,4,0.0001
58,1,0.9837035110960122
47,0,0.0001
1,4,0.0001
1,0,0.0001
2,3,0.0001
48,0,0.0001
3,4,0.2944601257290248
3,2,0.8966661079111822
59,0,0.31291463547836584
4,0,0.0001
50,0,0.0001
4,3,0.0001
61,4,0.7399668691625997
1,0,0.0001
6,0,0.0001
62,3,0.5000812507030986
55,4,0.3378224455187099
9,4,0.0001
65,3,0.0001
10,3,0.5023888884533871
11,4,0.0001
66,0,0.0001
68,0,0.0001
2,0,0.25828969855131667
15,0,0.0001
56,0,0.0001
0,4,0.0001
0,1,0.9936434466373728
71,2,0.9506882381988947
17,3,0.0001
1,1,0.9633485208703229
5,0,0.0001
57,4,0.8771837205693565
1,3,0.0001
6,2,0.0001
20,3,0.12194883167508798
58,2,0.7619730171957124
2,3,0.0001
7,0,0.0001
62,3,0.0001
21,4,0.40749081000403686
65,2,0.0001
3,4,0.0001
8,3,0.6094407245842421
3,0,0.1877052777514414
74,0,0.0001
67,3,0.0001
5,4,0.0001
12,4,0.0001
22,4,0.0001
6,3,0.0001
70,4,0.0001
24,4,0.0001
2,0,0.20612187925154501
13,0,0.0001
7,0,0.0001
71,0,0.0001
26,2,0.0001
3,2,0.0001
4,0,0.5243560496998019
75,0,0.5285520646633866
14,4,0.0001
74,1,0.8400596819352673
9,4,0.0001
28,1,0.6914221783561838
16,4,0.0001
76,2,0.0001
4,3,0.0001
11,2,0.0001
5,3,0.2592836640239138
30,0,0.0001
77,4,0.0001
18,3,0.0001
78,0,0.0001
5,4,0.0001
14,0,0.8000520028798275
6,4,0.0001
34,3,0.0001
22,0,0.0001
8,2,0.0001
78,0,0.0001
35,1,0.9484375904728228
9,0,0.0001
23,1,0.0001
18,4,0.0001
10,0,0.0001
11,3,0.0001
80,0,0.0001
25,0,0.0001
20,2,0.6209723590634117
13,3,0.0001
0,1,0.9333609538499772
36,4,0.7184191797634558
27,0,0.0001
14,3,0.0001
1,2,0.0001
14,4,0.0001
15,0,0.0001
31,4,0.08342617249038688
21,0,0.0001
37,0,0.0001
16,0,0.5000250112483131
39,3,0.0001
22,2,0.8889148209871385
17,0,0.0001
0,2,0.6752781602525318
42,4,0.15633535293566236
24,3,0.0001
23,2,0.0001
33,0,0.0001
44,2,0.0001
1,1,0.9994364357004664
26,3,0.0001
2,0,0.0001
15,0,0.4997474438889824
25,4,0.0001
35,2,0.0001
47,2,0.0001
27,4,0.0001
26,0,0.8333812532550052
36,0,0.0001
29,3,0.5555938340184424
48,4,0.14767054609956143
40,1,0.0001
3,0,0.0001
30,4,0.0001
30,0,0.0001
31,0,0.0001
41,4,0.0001
49,3,0.0001
4,3,0.5728720686927261
36,0,0.0001
42,4,0.7500437542184337
38,2,0.0001
51,3,0.750029694091178
16,0,0.34552166951456675
46,4,0.0001
39,3,0.0001
52,0,0.0001
6,4,0.0001
0,0,0.0001
54,4,0.0001
8,2,0.8400706010289639
1,2,0.6216693716716246
40,0,0.14675806272698655
49,0,0.6624872260409982
12,2,0.9813431751954922
2,0,0.0001
17,0,0.0001
59,4,0.0001
2,3,0.13962953477643913
39,0,0.0001
43,4,0.0001
4,2,0.9375732091063553
